sic,bone,mean_deg,p50_deg,p90_deg,count
12,pinky_01_l,51.074214935302734,51.074214935302734,51.074214935302734,1
24,pinky_01_l,49.924591064453125,49.924591064453125,49.924591064453125,1
29,pinky_01_l,49.8301887512207,49.8301887512207,49.8301887512207,1
23,pinky_01_l,49.779361724853516,49.779361724853516,49.779361724853516,1
17,pinky_01_l,49.72928237915039,49.72928237915039,49.72928237915039,1
21,pinky_01_l,49.71561050415039,49.71561050415039,49.71561050415039,1
26,pinky_01_l,49.57688903808594,49.57688903808594,49.57688903808594,1
16,pinky_01_l,49.551025390625,49.551025390625,49.551025390625,1
25,pinky_01_l,49.54825210571289,49.54825210571289,49.54825210571289,1
20,pinky_01_l,49.54507827758789,49.54507827758789,49.54507827758789,1
27,pinky_01_l,49.52982711791992,49.52982711791992,49.52982711791992,1
28,pinky_01_l,49.516056060791016,49.516056060791016,49.516056060791016,1
18,pinky_01_l,49.479244232177734,49.479244232177734,49.479244232177734,1
14,pinky_01_l,49.46540069580078,49.46540069580078,49.46540069580078,1
31,pinky_01_l,49.426753997802734,49.426753997802734,49.426753997802734,1
19,pinky_01_l,49.42201232910156,49.42201232910156,49.42201232910156,1
22,pinky_01_l,49.326786041259766,49.326786041259766,49.326786041259766,1
13,pinky_01_l,49.31406021118164,49.31406021118164,49.31406021118164,1
15,pinky_01_l,49.13263702392578,49.13263702392578,49.13263702392578,1
11,pinky_01_l,49.09992599487305,49.09992599487305,49.09992599487305,1
38,pinky_01_l,48.93431854248047,48.93431854248047,48.93431854248047,1
33,pinky_01_l,48.84227752685547,48.84227752685547,48.84227752685547,1
35,pinky_01_l,48.84002685546875,48.84002685546875,48.84002685546875,1
36,pinky_01_l,48.8287467956543,48.8287467956543,48.8287467956543,1
30,pinky_01_l,48.805965423583984,48.805965423583984,48.805965423583984,1
32,pinky_01_l,48.713043212890625,48.713043212890625,48.713043212890625,1
39,pinky_01_l,48.22684097290039,48.22684097290039,48.22684097290039,1
34,pinky_01_l,48.21670913696289,48.21670913696289,48.21670913696289,1
37,pinky_01_l,48.173301696777344,48.173301696777344,48.173301696777344,1
10,pinky_01_l,47.96889877319336,47.96889877319336,47.96889877319336,1
40,pinky_01_l,47.87147903442383,47.87147903442383,47.87147903442383,1
41,pinky_01_l,46.9229850769043,46.9229850769043,46.9229850769043,1
9,pinky_01_l,46.7376823425293,46.7376823425293,46.7376823425293,1
8,pinky_01_l,44.571250915527344,44.571250915527344,44.571250915527344,1
42,pinky_01_l,44.570926666259766,44.570926666259766,44.570926666259766,1
43,pinky_01_l,42.87702560424805,42.87702560424805,42.87702560424805,1
7,pinky_01_l,41.785675048828125,41.785675048828125,41.785675048828125,1
5,pinky_01_l,40.338401794433594,40.338401794433594,40.338401794433594,1
6,pinky_01_l,39.99273681640625,39.99273681640625,39.99273681640625,1
4,pinky_01_l,38.829795837402344,38.829795837402344,38.829795837402344,1
44,pinky_01_l,38.82172775268555,38.82172775268555,38.82172775268555,1
81,calf_r,37.68461227416992,37.68461227416992,37.68461227416992,1
80,calf_r,37.52850341796875,37.52850341796875,37.52850341796875,1
82,calf_r,36.50880813598633,36.50880813598633,36.50880813598633,1
79,calf_r,36.25022888183594,36.25022888183594,36.25022888183594,1
17,calf_l,35.833133697509766,35.833133697509766,35.833133697509766,1
16,calf_l,35.69441604614258,35.69441604614258,35.69441604614258,1
18,calf_l,35.43878173828125,35.43878173828125,35.43878173828125,1
45,pinky_01_l,35.14422607421875,35.14422607421875,35.14422607421875,1
3,pinky_01_l,35.11568832397461,35.11568832397461,35.11568832397461,1
15,calf_l,35.07639694213867,35.07639694213867,35.07639694213867,1
78,calf_r,34.864234924316406,34.864234924316406,34.864234924316406,1
83,calf_r,34.71371078491211,34.71371078491211,34.71371078491211,1
19,calf_l,34.443115234375,34.443115234375,34.443115234375,1
14,calf_l,33.750484466552734,33.750484466552734,33.750484466552734,1
77,calf_r,32.93143081665039,32.93143081665039,32.93143081665039,1
20,calf_l,32.892967224121094,32.892967224121094,32.892967224121094,1
84,calf_r,32.533573150634766,32.533573150634766,32.533573150634766,1
1,pinky_01_l,32.50798034667969,32.50798034667969,32.50798034667969,1
2,pinky_01_l,31.887483596801758,31.887483596801758,31.887483596801758,1
13,calf_l,31.716407775878906,31.716407775878906,31.716407775878906,1
85,calf_r,31.441574096679688,31.441574096679688,31.441574096679688,1
76,calf_r,31.011838912963867,31.011838912963867,31.011838912963867,1
21,calf_l,30.757919311523438,30.757919311523438,30.757919311523438,1
46,pinky_01_l,30.11256980895996,30.11256980895996,30.11256980895996,1
12,calf_l,28.825212478637695,28.825212478637695,28.825212478637695,1
0,pinky_01_l,28.74318504333496,28.74318504333496,28.74318504333496,1
75,calf_r,28.165414810180664,28.165414810180664,28.165414810180664,1
22,calf_l,28.090993881225586,28.090993881225586,28.090993881225586,1
47,pinky_01_l,27.906312942504883,27.906312942504883,27.906312942504883,1
12,foot_l,25.93235969543457,25.93235969543457,25.93235969543457,1
11,calf_l,25.780351638793945,25.780351638793945,25.780351638793945,1
0,calf_r,25.75794792175293,25.75794792175293,25.75794792175293,1
74,calf_r,25.29156494140625,25.29156494140625,25.29156494140625,1
84,thigh_l,25.108694076538086,25.108694076538086,25.108694076538086,1
48,pinky_01_l,24.97528648376465,24.97528648376465,24.97528648376465,1
84,pinky_01_l,24.910390853881836,24.910390853881836,24.910390853881836,1
23,calf_l,24.794641494750977,24.794641494750977,24.794641494750977,1
83,thigh_l,24.62249755859375,24.62249755859375,24.62249755859375,1
13,foot_l,24.50848388671875,24.50848388671875,24.50848388671875,1
85,pinky_01_l,24.466569900512695,24.466569900512695,24.466569900512695,1
85,thigh_l,24.425731658935547,24.425731658935547,24.425731658935547,1
82,thigh_l,24.292922973632812,24.292922973632812,24.292922973632812,1
11,foot_l,24.262006759643555,24.262006759643555,24.262006759643555,1
49,pinky_01_l,24.251983642578125,24.251983642578125,24.251983642578125,1
83,pinky_01_l,24.212081909179688,24.212081909179688,24.212081909179688,1
81,thigh_l,24.03400993347168,24.03400993347168,24.03400993347168,1
82,pinky_01_l,23.884708404541016,23.884708404541016,23.884708404541016,1
12,thumb_01_l,23.872892379760742,23.872892379760742,23.872892379760742,1
81,pinky_01_l,23.81439971923828,23.81439971923828,23.81439971923828,1
80,thigh_l,23.776826858520508,23.776826858520508,23.776826858520508,1
79,thigh_l,23.61879539489746,23.61879539489746,23.61879539489746,1
50,pinky_01_l,23.53989028930664,23.53989028930664,23.53989028930664,1
78,thigh_l,23.51885223388672,23.51885223388672,23.51885223388672,1
80,pinky_01_l,23.46222496032715,23.46222496032715,23.46222496032715,1
24,thumb_01_l,23.45527458190918,23.45527458190918,23.45527458190918,1
29,thumb_01_l,23.426271438598633,23.426271438598633,23.426271438598633,1
23,thumb_01_l,23.39594268798828,23.39594268798828,23.39594268798828,1
17,thumb_01_l,23.38340187072754,23.38340187072754,23.38340187072754,1
21,thumb_01_l,23.368820190429688,23.368820190429688,23.368820190429688,1
77,thigh_l,23.36677360534668,23.36677360534668,23.36677360534668,1
79,pinky_01_l,23.345569610595703,23.345569610595703,23.345569610595703,1
26,thumb_01_l,23.325542449951172,23.325542449951172,23.325542449951172,1
25,thumb_01_l,23.316661834716797,23.316661834716797,23.316661834716797,1
27,thumb_01_l,23.31643295288086,23.31643295288086,23.31643295288086,1
20,thumb_01_l,23.307838439941406,23.307838439941406,23.307838439941406,1
16,thumb_01_l,23.307342529296875,23.307342529296875,23.307342529296875,1
28,thumb_01_l,23.307138442993164,23.307138442993164,23.307138442993164,1
18,thumb_01_l,23.283763885498047,23.283763885498047,23.283763885498047,1
14,thumb_01_l,23.280406951904297,23.280406951904297,23.280406951904297,1
19,thumb_01_l,23.263330459594727,23.263330459594727,23.263330459594727,1
31,thumb_01_l,23.262609481811523,23.262609481811523,23.262609481811523,1
22,thumb_01_l,23.222814559936523,23.222814559936523,23.222814559936523,1
13,thumb_01_l,23.219810485839844,23.219810485839844,23.219810485839844,1
77,pinky_01_l,23.213848114013672,23.213848114013672,23.213848114013672,1
75,pinky_01_l,23.1688175201416,23.1688175201416,23.1688175201416,1
78,pinky_01_l,23.154098510742188,23.154098510742188,23.154098510742188,1
15,thumb_01_l,23.153318405151367,23.153318405151367,23.153318405151367,1
0,thigh_l,23.144777297973633,23.144777297973633,23.144777297973633,1
11,thumb_01_l,23.10163688659668,23.10163688659668,23.10163688659668,1
38,thumb_01_l,23.07219123840332,23.07219123840332,23.07219123840332,1
51,pinky_01_l,23.026203155517578,23.026203155517578,23.026203155517578,1
36,thumb_01_l,23.023895263671875,23.023895263671875,23.023895263671875,1
35,thumb_01_l,23.023313522338867,23.023313522338867,23.023313522338867,1
30,thumb_01_l,23.021747589111328,23.021747589111328,23.021747589111328,1
33,thumb_01_l,23.01932716369629,23.01932716369629,23.01932716369629,1
32,thumb_01_l,22.973587036132812,22.973587036132812,22.973587036132812,1
73,pinky_01_l,22.964160919189453,22.964160919189453,22.964160919189453,1
76,pinky_01_l,22.950971603393555,22.950971603393555,22.950971603393555,1
74,pinky_01_l,22.872108459472656,22.872108459472656,22.872108459472656,1
76,thigh_l,22.85938262939453,22.85938262939453,22.85938262939453,1
52,pinky_01_l,22.842050552368164,22.842050552368164,22.842050552368164,1
72,pinky_01_l,22.815441131591797,22.815441131591797,22.815441131591797,1
39,thumb_01_l,22.78851890563965,22.78851890563965,22.78851890563965,1
34,thumb_01_l,22.769906997680664,22.769906997680664,22.769906997680664,1
37,thumb_01_l,22.759681701660156,22.759681701660156,22.759681701660156,1
53,pinky_01_l,22.737525939941406,22.737525939941406,22.737525939941406,1
71,pinky_01_l,22.72695541381836,22.72695541381836,22.72695541381836,1
70,pinky_01_l,22.723787307739258,22.723787307739258,22.723787307739258,1
54,pinky_01_l,22.715486526489258,22.715486526489258,22.715486526489258,1
69,pinky_01_l,22.697843551635742,22.697843551635742,22.697843551635742,1
68,pinky_01_l,22.692455291748047,22.692455291748047,22.692455291748047,1
56,pinky_01_l,22.687108993530273,22.687108993530273,22.687108993530273,1
55,pinky_01_l,22.681570053100586,22.681570053100586,22.681570053100586,1
61,pinky_01_l,22.680147171020508,22.680147171020508,22.680147171020508,1
67,pinky_01_l,22.66741371154785,22.66741371154785,22.66741371154785,1
64,pinky_01_l,22.660993576049805,22.660993576049805,22.660993576049805,1
57,pinky_01_l,22.659685134887695,22.659685134887695,22.659685134887695,1
59,pinky_01_l,22.645559310913086,22.645559310913086,22.645559310913086,1
63,pinky_01_l,22.645275115966797,22.645275115966797,22.645275115966797,1
66,pinky_01_l,22.641578674316406,22.641578674316406,22.641578674316406,1
62,pinky_01_l,22.640506744384766,22.640506744384766,22.640506744384766,1
58,pinky_01_l,22.637386322021484,22.637386322021484,22.637386322021484,1
40,thumb_01_l,22.634883880615234,22.634883880615234,22.634883880615234,1
65,pinky_01_l,22.632722854614258,22.632722854614258,22.632722854614258,1
10,thumb_01_l,22.621166229248047,22.621166229248047,22.621166229248047,1
75,thigh_l,22.56477165222168,22.56477165222168,22.56477165222168,1
60,pinky_01_l,22.55610466003418,22.55610466003418,22.55610466003418,1
41,thumb_01_l,22.231046676635742,22.231046676635742,22.231046676635742,1
74,thigh_l,22.16604995727539,22.16604995727539,22.16604995727539,1
9,thumb_01_l,22.077016830444336,22.077016830444336,22.077016830444336,1
1,thigh_l,22.069250106811523,22.069250106811523,22.069250106811523,1
57,calf_r,21.94414520263672,21.94414520263672,21.94414520263672,1
58,calf_r,21.932884216308594,21.932884216308594,21.932884216308594,1
4,thigh_l,21.848773956298828,21.848773956298828,21.848773956298828,1
10,calf_l,21.847509384155273,21.847509384155273,21.847509384155273,1
73,thigh_l,21.794984817504883,21.794984817504883,21.794984817504883,1
2,thigh_l,21.79421043395996,21.79421043395996,21.79421043395996,1
3,thigh_l,21.758541107177734,21.758541107177734,21.758541107177734,1
1,calf_r,21.520471572875977,21.520471572875977,21.520471572875977,1
59,calf_r,21.473323822021484,21.473323822021484,21.473323822021484,1
56,calf_r,21.4334659576416,21.4334659576416,21.4334659576416,1
73,calf_r,21.4212589263916,21.4212589263916,21.4212589263916,1
72,thigh_l,21.412925720214844,21.412925720214844,21.412925720214844,1
5,thigh_l,21.300251007080078,21.300251007080078,21.300251007080078,1
42,thumb_01_l,21.2453556060791,21.2453556060791,21.2453556060791,1
10,foot_l,21.16790771484375,21.16790771484375,21.16790771484375,1
8,thumb_01_l,21.166608810424805,21.166608810424805,21.166608810424805,1
