bone,metric,v14_ep001,v14_ep002,v14_ep003,v14_ep004,v14_ep005,v14_ep006,v14_ep007,v14_ep008,v14_ep009,v14_delta_ep009_ep001,v14_delta_ep009_ep004,v14_best_ep,v14_best_val,v15_ep001,v15_ep002,v15_ep003,v15_ep004,v15_ep005,v15_ep006,v15_ep007,v15_ep008,v15_ep009,v15_delta_ep009_ep001,v15_delta_ep009_ep004,v15_best_ep,v15_best_val,ep009_v15_minus_v14
lowerarm_l,AngVelMagRel,0.1274397298693657,0.033570603281259534,0.021083443984389307,0.029454924166202545,0.02844778411090374,0.03118344023823738,0.027595236152410507,0.027672452107071876,0.03103550560772419,-0.0964042242616415,0.0015805814415216432,3,0.021083443984389307,0.08665048629045487,0.03478832170367241,0.027654895186424257,0.029912546277046204,0.03760017231106758,0.03862617164850235,0.03474101275205612,0.02853791192173958,0.029663361236453058,-0.05698712505400181,-0.0002491850405931459,3,0.027654895186424257,-0.0013721443712711306
lowerarm_l,AngVelDirDeg,3.2657438278198243,0.48585727214813235,0.6277887225151062,0.8360068678855896,0.5395700216293335,0.6074293851852417,0.7237289667129516,0.7253270864486694,0.6990410089492798,-2.5667028188705445,-0.13696585893630986,2,0.48585727214813235,2.657494401931763,0.6558643341064453,0.9940688610076904,1.116590976715088,1.0167784571647644,1.1366867303848267,0.9816531658172607,0.7074246883392334,0.7409444570541381,-1.9165499448776246,-0.37564651966094975,2,0.6558643341064453,0.041903448104858354
lowerarm_r,GeoDeg,0.6809040427207946,0.43327983617782595,0.6558020353317261,0.8112252593040467,0.5737306833267212,0.6317417025566101,0.6364823818206787,0.6660164833068848,0.6828980326652527,0.0019939899444580966,-0.12832722663879392,2,0.43327983617782595,2.420524311065674,0.3320893466472626,0.47534215450286865,0.3251232862472534,0.4761571705341339,0.5924054980278015,0.6949782013893128,0.6243362903594971,0.6633872628211975,-1.7571370482444766,0.33826397657394414,4,0.3251232862472534,-0.019510769844055198
lowerarm_r,GeoLocalDeg,0.7118567109107972,0.4863123893737793,0.6383054375648498,0.8448296070098877,0.5782680153846741,0.6689409494400025,0.6677057027816773,0.6961454272270202,0.7274155497550965,0.015558838844299316,-0.11741405725479126,2,0.4863123893737793,2.593573522567749,0.4374557375907898,0.4607836902141571,0.34042441844940186,0.5526818633079529,0.6551284551620483,0.8078896522521972,0.7051222920417786,0.7383397340774536,-1.8552337884902956,0.3979153156280517,4,0.34042441844940186,0.010924184322357089
lowerarm_r,AngVelMAE,0.0756634920835495,0.02617555409669876,0.01714993454515934,0.014381094835698605,0.017824123799800872,0.020968750491738318,0.019344186410307884,0.019416048377752303,0.019511819630861283,-0.05615167245268822,0.0051307247951626785,4,0.014381094835698605,0.062489719688892366,0.02640133909881115,0.02063545249402523,0.017510253190994262,0.020271075144410133,0.023425301909446715,0.02514089606702328,0.023253410682082178,0.022920618206262587,-0.03956910148262978,0.005410365015268325,4,0.017510253190994262,0.003408798575401304
lowerarm_r,AngVelMagMAE,0.07335671335458756,0.02838616631925106,0.018085860833525657,0.01863389424979687,0.02168436236679554,0.02554575428366661,0.023768462240695953,0.023289579525589944,0.02427230030298233,-0.04908441305160523,0.0056384060531854616,3,0.018085860833525657,0.0634365476667881,0.023899151384830473,0.020030788704752923,0.02072474770247936,0.028426456823945047,0.03431249409914017,0.03572491630911827,0.0313989456743002,0.02989572733640671,-0.0335408203303814,0.009170979633927347,3,0.020030788704752923,0.005623427033424378
lowerarm_r,AngVelMagRel,0.060239598900079724,0.025341652706265448,0.015706471726298334,0.017390450835227965,0.01760584432631731,0.02195000909268856,0.01921613998711109,0.02069529965519905,0.020474040880799294,-0.03976555801928043,0.0030835900455713286,3,0.015706471726298334,0.05736208111047745,0.02197601944208145,0.018152228370308877,0.02101067528128624,0.028472407907247543,0.03463534638285637,0.03561689034104347,0.030885984376072883,0.028429747372865678,-0.02893233373761177,0.007419072091579437,3,0.018152228370308877,0.007955706492066384
lowerarm_r,AngVelDirDeg,0.7118567109107972,0.4863123893737793,0.6383054375648498,0.8448296070098877,0.5782680153846741,0.6689409494400025,0.6677057027816773,0.6961454272270202,0.7274155497550965,0.015558838844299316,-0.11741405725479126,2,0.4863123893737793,2.593573522567749,0.4374557375907898,0.4607836902141571,0.34042441844940186,0.5526818633079529,0.6551284551620483,0.8078896522521972,0.7051222920417786,0.7383397340774536,-1.8552337884902956,0.3979153156280517,4,0.34042441844940186,0.010924184322357089
pelvis,GeoDeg,0.3573412001132965,0.2505971670150757,0.18952580392360688,0.1601986527442932,0.11551970392465591,0.1401563048362732,0.14740147590637206,0.18145966529846191,0.1939914494752884,-0.1633497506380081,0.033792796730995195,5,0.11551970392465591,0.5612132906913757,0.23474666774272918,0.15323325395584106,0.14065731465816497,0.189832666516304,0.2319319725036621,0.26584203243255616,0.2897054314613342,0.29904842376708984,-0.26216486692428587,0.15839110910892487,4,0.14065731465816497,0.10505697429180144
pelvis,GeoLocalDeg,6.704416481619763e-14,6.196066337955941e-14,6.582583463770122e-14,6.201100695218606e-14,6.63036696401699e-14,6.380177893709586e-14,6.514109997940442e-14,6.610089537360808e-14,6.524546257002246e-14,-1.798702246175174e-15,3.234455617836393e-15,2,6.196066337955941e-14,6.211113641094689e-14,6.693737767847139e-14,6.069234944803236e-14,6.769905409919133e-14,6.485038268650053e-14,6.906268092132795e-14,6.704953161695143e-14,6.509562040877409e-14,6.573369507132525e-14,3.622558660378367e-15,-1.9653590278660755e-15,3,6.069234944803236e-14,4.882325013027998e-16
pelvis,AngVelMAE,2.8270492365275664e-14,2.5922630199088498e-14,2.7169053411126715e-14,2.5482460041278792e-14,2.704199203158817e-14,2.7113743176110545e-14,2.650921914978694e-14,2.8362327677416975e-14,2.602175846490567e-14,-2.2487339003699953e-15,5.392984236268766e-16,4,2.5482460041278792e-14,2.5805385253782274e-14,2.6797855452146033e-14,2.5631903080602404e-14,2.7950192954908673e-14,2.708387035693996e-14,2.709059478210162e-14,2.7928325613529175e-14,2.699702000309983e-14,2.6664538226072245e-14,8.591529722899701e-16,-1.2856547288364284e-15,3,2.5631903080602404e-14,6.42779761166576e-16
