sic,pelvis,Bip001,spine_01,spine_02,clavicle_l,upperarm_l,RUpArmTwist_l_01,RUpArmTwist_l_02,lowerarm_l,L_ForeTwist_01,L_ForeTwist_02,hand_l,index_01_l,middle_01_l,pinky_01_l,ring_01_l,thumb_01_l,clavicle_r,upperarm_r,RUpArmTwist_r_01,RUpArmTwist_r_02,lowerarm_r,R_ForeTwist_01,R_ForeTwist_02,hand_r,index_01_r,middle_01_r,pinky_01_r,ring_01_r,thumb_01_r,neck_01,head,thigh_l,calf_l,LCalfTwist_01,LCalfTwist_02,LCalfTwist_03,foot_l,ball_l,thigh_r,calf_r,RCalfTwist_01,RCalfTwist_02,RCalfTwist_03,foot_r,ball_r
39,0.179718,0.165790,0.372293,0.207317,0.407576,0.317137,0.144013,0.099989,0.206949,0.166128,0.170470,0.281575,0.161441,0.298027,0.312040,0.297886,0.084388,0.137747,0.536796,0.136564,0.074101,0.152001,0.113359,0.236781,0.275851,0.259071,0.223736,0.197088,0.399478,0.442915,0.305590,0.234464,0.514718,0.200598,0.097907,0.417030,0.414110,0.906236,0.237850,0.410975,0.236310,0.179081,0.161714,0.254391,0.517295,0.463242
40,0.274283,0.134252,0.191489,0.094256,0.352431,0.306833,0.142482,0.124909,0.227533,0.130866,0.147229,0.319496,0.156675,0.206419,0.276107,0.268599,0.121250,0.115900,0.285171,0.496067,0.157647,0.135984,0.141037,0.193428,0.572142,0.243116,0.174891,0.170565,0.424474,0.437398,0.268630,0.253717,1.343368,0.899463,0.083846,0.423811,0.450866,1.808910,0.966676,0.347328,0.309536,0.084623,0.120599,0.336907,0.860301,0.389120
41,0.261727,0.172612,0.312771,0.224943,0.355963,0.226040,0.194823,0.183540,0.292326,0.175342,0.124224,0.305722,0.209696,0.235400,0.321495,0.277831,0.116530,0.122104,0.492026,0.615835,0.405400,0.284872,0.160306,0.189731,0.735818,0.250228,0.194978,0.161906,0.458229,0.389216,0.258754,0.137765,1.175794,0.511333,0.113496,0.267418,0.287015,2.726967,0.266733,0.506205,0.213717,0.170349,0.162949,0.187324,0.544599,0.782714
42,0.252162,0.195941,0.194930,0.115333,0.227410,0.214055,0.232578,0.083575,0.284057,0.167125,0.119863,0.189560,0.219186,0.216206,0.323424,0.266907,0.137758,0.142243,0.126772,0.227510,0.078572,0.129191,0.119688,0.180262,0.311607,0.279015,0.206338,0.172287,0.438971,0.342435,0.261796,0.253103,0.856624,0.223895,0.290777,0.121370,0.256712,1.900245,0.329815,0.401886,0.211198,0.174250,0.165734,0.145344,0.423545,0.530330
43,0.361853,0.155640,0.292155,0.091862,0.226920,0.345879,0.239999,0.084198,0.217581,0.114752,0.111880,0.304534,0.196906,0.226687,0.336247,0.204759,0.151125,0.101380,0.097844,0.226924,0.149202,0.260625,0.060537,0.185515,0.244290,0.250188,0.221380,0.117225,0.392353,0.423817,0.322804,0.293661,0.667574,0.244810,0.215744,0.180791,0.169752,0.766293,0.159063,0.400867,0.268366,0.185807,0.143315,0.205601,0.517461,0.354981
44,0.289329,0.191402,0.296803,0.080556,0.194586,0.145426,0.285319,0.101189,0.255015,0.118512,0.112862,0.165728,0.126959,0.240742,0.287468,0.248214,0.179055,0.133795,0.121314,0.238580,0.119378,0.212524,0.119738,0.208030,0.269201,0.282304,0.219335,0.176640,0.308006,0.427714,0.326005,0.276029,0.382112,0.264828,0.062304,0.247078,0.202914,0.868778,0.963254,0.244558,0.323839,0.156442,0.137946,0.064521,0.319551,0.495518
45,0.207580,0.204081,0.158877,0.139017,0.207607,0.530799,0.115121,0.128540,0.352032,0.076615,0.128159,0.361175,0.105460,0.244400,0.275719,0.295378,0.158626,0.195288,0.175562,0.309159,0.222047,0.121269,0.162366,0.187883,0.428783,0.283306,0.211942,0.232009,0.305360,0.404022,0.400857,0.255952,0.182352,0.206116,0.063481,0.232479,0.198578,1.075190,0.318449,0.273049,0.295509,0.125958,0.102301,0.111864,0.394357,0.474848
46,0.158651,0.194238,0.212067,0.054479,0.253777,0.539874,0.127184,0.112276,0.195122,0.100466,0.155099,0.391741,0.127113,0.235880,0.301364,0.349810,0.094782,0.214902,0.233309,0.310875,0.141160,0.248717,0.138038,0.218965,0.375792,0.218883,0.231966,0.233842,0.279287,0.368521,0.359177,0.195507,0.717812,0.269614,0.152672,0.188394,0.178071,0.510292,0.213753,0.552094,0.329381,0.131223,0.138627,0.164931,0.289948,0.826389
47,0.279374,0.176361,0.201995,0.138390,0.232222,0.216055,0.252487,0.122566,0.330967,0.141453,0.152811,0.159164,0.133408,0.261547,0.341851,0.314876,0.131298,0.233162,0.225367,0.362276,0.210707,0.163155,0.146938,0.222430,0.530374,0.221907,0.230397,0.208754,0.361718,0.424382,0.375808,0.295138,0.718427,0.149346,0.230430,0.176323,0.163217,0.644317,0.117486,0.110620,0.345409,0.115365,0.156466,0.164973,1.290576,0.484983
48,0.228007,0.163209,0.262460,0.181037,0.238975,0.288742,0.275763,0.115290,0.258554,0.141494,0.120240,0.223055,0.198850,0.237518,0.334241,0.259344,0.103049,0.177491,0.227371,0.418041,0.104759,0.281055,0.143315,0.203644,0.436636,0.213305,0.248079,0.149551,0.433916,0.423653,0.357202,0.178293,0.422078,0.091727,0.199141,0.202030,0.167366,0.532264,0.604618,0.450173,0.164538,0.097225,0.189365,0.324083,1.172415,0.448051
