epoch,metric,v9,v10,delta(v10-v9)
10,KeyBone/GeoDegMean,0.7190185253436748,0.6849424953644092,-0.03407602997926562
10,KeyBone/GeoLocalDegMean,0.7513366042421414,0.6773941123714814,-0.07394249187066004
10,KeyBone/AngVelMAE,0.023309737859439135,0.02332562431693284,1.588645749370579e-05
10,KeyBone/AngVelMagRel,0.02790226892878612,0.02820150637999177,0.00029923745120565004
11,loss,0.002255989331752062,0.001711231842637062,-0.0005447574891149999
11,TeacherLoss,0.002255989331752062,0.001711231842637062,-0.0005447574891149999
11,GeoDeg,0.4522189736366272,0.4510395467281342,-0.001179426908493042
11,GeoLocalDeg,0.531927514076233,0.4720280885696411,-0.05989942550659183
11,AngVelMAE,0.015550334379076958,0.016292037069797517,0.0007417026907205592
11,AngVelMagRel,0.03028986044228077,0.029436720162630083,-0.0008531402796506868
11,MSEnormY,0.11511555463075637,0.09652312695980073,-0.018592427670955647
11,FootContact,0.9782148480415345,0.9778095364570618,-0.00040531158447265625
11,KeyBone/GeoDegMean,0.7291870410625751,0.6754712437207882,-0.053715797341787
11,KeyBone/GeoLocalDegMean,0.756702435360505,0.6789730630241907,-0.07772937233631427
11,KeyBone/AngVelMAE,0.025567787584779227,0.02500349598435453,-0.0005642916004246976
11,KeyBone/AngVelMagRel,0.0297118669996659,0.029378063573191567,-0.0003338034264743321
12,loss,0.002120719850063324,0.0018874422879889608,-0.00023327756207436323
12,TeacherLoss,0.002120719850063324,0.0018874422879889608,-0.00023327756207436323
12,GeoDeg,0.45823580026626587,0.44719722867012024,-0.01103857159614563
12,GeoLocalDeg,0.5151293754577637,0.47315131425857543,-0.04197806119918829
12,AngVelMAE,0.015799102373421192,0.016376809775829317,0.0005777074024081244
12,AngVelMagRel,0.03153679259121418,0.02826843187212944,-0.003268360719084741
12,MSEnormY,0.11125786900520325,0.09753225296735764,-0.013725616037845612
12,FootContact,0.978118109703064,0.9775654315948487,-0.0005526781082153542
12,KeyBone/GeoDegMean,0.7097998747458825,0.6809247108606191,-0.028875163885263344
12,KeyBone/GeoLocalDegMean,0.7241477818443225,0.6771491343012223,-0.046998647543100236
12,KeyBone/AngVelMAE,0.02557099910023321,0.025285005655428343,-0.0002859934448048683
12,KeyBone/AngVelMagRel,0.029204187355935572,0.029893197150280076,0.0006890097943445042
