bone,epoch,metric,v9,v10,delta(v10-v9)
RCalfTwist_02,4,AngVelMagMAE,0.00443532569333911,0.004998102411627769,0.0005627767182886595
RCalfTwist_02,5,AngVelMAE,0.0014975301921367646,0.0015557443024590612,5.821411032229666e-05
RCalfTwist_02,5,AngVelMagMAE,0.004216862004250288,0.004299882426857948,8.30204226076603e-05
RCalfTwist_02,6,AngVelMAE,0.0014061182737350464,0.0012698079692199827,-0.00013631030451506372
RCalfTwist_02,6,AngVelMagMAE,0.004018132574856281,0.003528615040704608,-0.0004895175341516735
RCalfTwist_02,7,AngVelMAE,0.0012016000226140022,0.0012526654172688723,5.106539465487008e-05
RCalfTwist_02,7,AngVelMagMAE,0.003356753708794713,0.003465013112872839,0.00010825940407812587
RCalfTwist_02,8,AngVelMAE,0.001103254873305559,0.0012962033972144127,0.00019294852390885366
RCalfTwist_02,8,AngVelMagMAE,0.003111265180632472,0.0035980666521936654,0.00048680147156119355
RCalfTwist_02,9,AngVelMAE,0.0010938121937215327,0.001251811278052628,0.0001579990843310953
RCalfTwist_02,9,AngVelMagMAE,0.0030508956406265497,0.0034958125092089177,0.000444916868582368
RCalfTwist_02,10,AngVelMAE,0.001161349075846374,0.0013561643427237868,0.00019481526687741284
RCalfTwist_02,10,AngVelMagMAE,0.0032749102916568517,0.0037623707670718432,0.00048746047541499155
RCalfTwist_02,11,AngVelMAE,0.0012575170956552028,0.0014195599127560855,0.00016204281710088266
RCalfTwist_02,11,AngVelMagMAE,0.003546147746965289,0.0038380511105060577,0.0002919033635407687
RCalfTwist_02,12,AngVelMAE,0.0013897242723032832,0.001397349708713591,7.625436410307884e-06
RCalfTwist_02,12,AngVelMagMAE,0.003896069386973977,0.0037853171117603777,-0.00011075227521359929
RCalfTwist_03,1,AngVelMAE,0.007918649725615979,0.005892471224069595,-0.0020261785015463834
RCalfTwist_03,1,AngVelMagMAE,0.020996441319584846,0.016240929439663886,-0.0047555118799209595
RCalfTwist_03,2,AngVelMAE,0.0033549595158547164,0.003018820937722921,-0.0003361385781317952
RCalfTwist_03,2,AngVelMagMAE,0.00952972136437893,0.008907111175358296,-0.0006226101890206334
RCalfTwist_03,3,AngVelMAE,0.0023777613881975413,0.0018962359055876732,-0.0004815254826098681
RCalfTwist_03,3,AngVelMagMAE,0.006869440712034702,0.005568411573767662,-0.0013010291382670397
RCalfTwist_03,4,AngVelMAE,0.0016142447246238589,0.0016544303856790067,4.018566105514778e-05
RCalfTwist_03,4,AngVelMagMAE,0.00477591659873724,0.00493706464767456,0.0001611480489373202
RCalfTwist_03,5,AngVelMAE,0.0016300480347126722,0.0019003593130037188,0.00027031127829104653
RCalfTwist_03,5,AngVelMagMAE,0.0047682029195129875,0.005657779984176159,0.0008895770646631714
RCalfTwist_03,6,AngVelMAE,0.0015410833992063999,0.0016358302207663655,9.474682155996561e-05
RCalfTwist_03,6,AngVelMagMAE,0.004502878524363041,0.004900105576962232,0.0003972270525991915
RCalfTwist_03,7,AngVelMAE,0.0014812168199568986,0.0018770024878904223,0.00039578566793352365
RCalfTwist_03,7,AngVelMagMAE,0.004422960430383682,0.005629132874310017,0.001206172443926335
RCalfTwist_03,8,AngVelMAE,0.001399894943460822,0.0017380693228915335,0.00033817437943071136
RCalfTwist_03,8,AngVelMagMAE,0.0041969794314354655,0.005211958009749651,0.0010149785783141853
RCalfTwist_03,9,AngVelMAE,0.0014074310194700957,0.001771545666269958,0.0003641146467998624
RCalfTwist_03,9,AngVelMagMAE,0.0042196263559162615,0.005311034247279167,0.0010914078913629053
RCalfTwist_03,10,AngVelMAE,0.0014110228745266794,0.001796815823763609,0.00038579294923692955
RCalfTwist_03,10,AngVelMagMAE,0.00422757575288415,0.005383257940411568,0.001155682187527418
RCalfTwist_03,11,AngVelMAE,0.001509403297677636,0.00180156952701509,0.00029216622933745393
RCalfTwist_03,11,AngVelMagMAE,0.004503029491752386,0.005339693743735552,0.0008366642519831661
RCalfTwist_03,12,AngVelMAE,0.0015206767711788416,0.0017634875141084195,0.00024281074292957787
RCalfTwist_03,12,AngVelMagMAE,0.004473559465259314,0.005144581291824579,0.000671021826565265
RUpArmTwist_l_01,1,AngVelMAE,0.07646127343177796,0.06843010485172271,-0.008031168580055245
RUpArmTwist_l_01,1,AngVelMagMAE,0.09147067964076996,0.07215055078268051,-0.019320128858089453
RUpArmTwist_l_01,2,AngVelMAE,0.028001125901937485,0.02276085950434208,-0.005240266397595405
RUpArmTwist_l_01,2,AngVelMagMAE,0.03005729466676712,0.022631923854351043,-0.007425370812416076
RUpArmTwist_l_01,3,AngVelMAE,0.01955755241215229,0.016320932283997537,-0.0032366201281547533
RUpArmTwist_l_01,3,AngVelMagMAE,0.020047645643353464,0.01547379232943058,-0.0045738533139228835
RUpArmTwist_l_01,4,AngVelMAE,0.01474725902080536,0.015153245441615582,0.0004059864208102223
RUpArmTwist_l_01,4,AngVelMagMAE,0.015376847796142101,0.014560116268694401,-0.0008167315274476995
RUpArmTwist_l_01,5,AngVelMAE,0.013153745792806149,0.015125519037246704,0.001971773244440556
RUpArmTwist_l_01,5,AngVelMagMAE,0.013355104997754098,0.014673230610787869,0.0013181256130337712
RUpArmTwist_l_01,6,AngVelMAE,0.013316233083605767,0.014938495308160781,0.0016222622245550145
RUpArmTwist_l_01,6,AngVelMagMAE,0.013903763145208359,0.014620275981724263,0.0007165128365159042
RUpArmTwist_l_01,7,AngVelMAE,0.01502542681992054,0.013858065940439701,-0.001167360879480838
RUpArmTwist_l_01,7,AngVelMagMAE,0.015025489032268524,0.012765550054609776,-0.0022599389776587486
RUpArmTwist_l_01,8,AngVelMAE,0.01674329936504364,0.014830364286899567,-0.0019129350781440738
RUpArmTwist_l_01,8,AngVelMagMAE,0.01607293598353863,0.013465959019958973,-0.0026069769635796557
RUpArmTwist_l_01,9,AngVelMAE,0.01806345321238041,0.013979466259479522,-0.004083986952900886
RUpArmTwist_l_01,9,AngVelMagMAE,0.017965253815054892,0.012938028201460838,-0.005027225613594054
RUpArmTwist_l_01,10,AngVelMAE,0.019132374599575997,0.015611289814114571,-0.0035210847854614258
RUpArmTwist_l_01,10,AngVelMagMAE,0.01905561089515686,0.015244697593152523,-0.0038109133020043356
RUpArmTwist_l_01,11,AngVelMAE,0.020552534237504007,0.017236680909991264,-0.003315853327512743
RUpArmTwist_l_01,11,AngVelMagMAE,0.021541811898350714,0.01686445139348507,-0.004677360504865644
RUpArmTwist_l_01,12,AngVelMAE,0.020332398638129235,0.016910291463136672,-0.0034221071749925627
RUpArmTwist_l_01,12,AngVelMagMAE,0.0215936753898859,0.017173942551016806,-0.004419732838869095
RUpArmTwist_l_02,1,AngVelMAE,0.01337205059826374,0.011144542507827282,-0.0022275080904364582
RUpArmTwist_l_02,1,AngVelMagMAE,0.03867727294564247,0.032234711572527885,-0.006442561373114587
RUpArmTwist_l_02,2,AngVelMAE,0.0056467242538928986,0.005182170588523149,-0.00046455366536974924
RUpArmTwist_l_02,2,AngVelMagMAE,0.01682626623660326,0.015120614506304263,-0.0017056517302989974
RUpArmTwist_l_02,3,AngVelMAE,0.003035636432468891,0.0037095313891768456,0.0006738949567079546
RUpArmTwist_l_02,3,AngVelMagMAE,0.009037790261209011,0.011079682409763337,0.002041892148554325
RUpArmTwist_l_02,4,AngVelMAE,0.002386200288310647,0.004174675513058901,0.0017884752247482542
RUpArmTwist_l_02,4,AngVelMagMAE,0.007157859392464161,0.012509370222687721,0.00535151083022356
RUpArmTwist_l_02,5,AngVelMAE,0.0020241099409759045,0.004625443834811449,0.0026013338938355446
RUpArmTwist_l_02,5,AngVelMagMAE,0.006071666721254587,0.01387566588819027,0.007803999166935683
RUpArmTwist_l_02,6,AngVelMAE,0.0021348474081605675,0.004053284320980311,0.0019184369128197433
RUpArmTwist_l_02,6,AngVelMagMAE,0.006403890624642372,0.012159197218716144,0.005755306594073772
RUpArmTwist_l_02,7,AngVelMAE,0.0023675412870943547,0.004096319153904915,0.0017287778668105603
RUpArmTwist_l_02,7,AngVelMagMAE,0.0071019774302840235,0.012288286164402962,0.005186308734118939
RUpArmTwist_l_02,8,AngVelMAE,0.0024900165852159263,0.004445483908057213,0.0019554673228412865
RUpArmTwist_l_02,8,AngVelMagMAE,0.007469387631863356,0.0133357310667634,0.005866343434900044
RUpArmTwist_l_02,9,AngVelMAE,0.00278217033483088,0.003786134114488959,0.001003963779658079
RUpArmTwist_l_02,9,AngVelMagMAE,0.008345847576856613,0.011357671953737736,0.0030118243768811233
RUpArmTwist_l_02,10,AngVelMAE,0.0027759575750678778,0.0032855326309800146,0.0005095750559121369
RUpArmTwist_l_02,10,AngVelMagMAE,0.00832720920443535,0.009855816513299942,0.0015286073088645932
RUpArmTwist_l_02,11,AngVelMAE,0.0028523619286715983,0.002911930438131094,5.956850945949572e-05
RUpArmTwist_l_02,11,AngVelMagMAE,0.008532421756535768,0.008734971843659877,0.00020255008712410927
RUpArmTwist_l_02,12,AngVelMAE,0.0031703185755759477,0.002890660846605897,-0.00027965772897005055
RUpArmTwist_l_02,12,AngVelMagMAE,0.009474456496536731,0.008671167679131031,-0.0008032888174056996
RUpArmTwist_r_01,1,AngVelMAE,0.07003785818815231,0.05998641848564148,-0.01005143970251083
RUpArmTwist_r_01,1,AngVelMagMAE,0.08870054930448532,0.06549320518970489,-0.023207344114780426
RUpArmTwist_r_01,2,AngVelMAE,0.026833610236644746,0.029653283581137658,0.0028196733444929116
RUpArmTwist_r_01,2,AngVelMagMAE,0.03090716488659382,0.039406736940145494,0.008499572053551674
RUpArmTwist_r_01,3,AngVelMAE,0.021494532749056817,0.02761602811515331,0.0061214953660964945
RUpArmTwist_r_01,3,AngVelMagMAE,0.027012277394533157,0.037612996995449066,0.010600719600915909
RUpArmTwist_r_01,4,AngVelMAE,0.017775971069931985,0.024466345459222792,0.006690374389290807
RUpArmTwist_r_01,4,AngVelMagMAE,0.023064622655510902,0.03375130817294121,0.010686685517430308
RUpArmTwist_r_01,5,AngVelMAE,0.015768896602094174,0.026545514538884162,0.010776617936789988
RUpArmTwist_r_01,5,AngVelMagMAE,0.020875720679759978,0.03513412103056908,0.014258400350809101
RUpArmTwist_r_01,6,AngVelMAE,0.01590290404856205,0.023909162357449533,0.008006258308887484
RUpArmTwist_r_01,6,AngVelMagMAE,0.021346648409962653,0.03127257339656353,0.009925924986600877
RUpArmTwist_r_01,7,AngVelMAE,0.017761700972914695,0.02258301042020321,0.004821309447288515
RUpArmTwist_r_01,7,AngVelMagMAE,0.023305148258805274,0.026361170038580895,0.0030560217797756216
